"dateInTable","dead","cases","hosp","MACases","MAhosp","MAdead","ma_c_lag","ma_c_lead","gf_c","ma_h_lag","ma_h_lead","gf_h","ma_d_lag","ma_d_lead","gf_d"
"2020-07-08",4,57,6,60,1.71428571428571,2.85714285714286,77.2857142857143,59,-22.4,3.14285714285714,2,-45.5,2.57142857142857,2.28571428571429,11.1
"2020-07-09",2,60,0,57.8571428571429,1.71428571428571,2.71428571428571,72.2857142857143,62.2857142857143,-20,2.57142857142857,2.28571428571429,-33.3,2.57142857142857,2.14285714285714,5.6
"2020-07-10",0,65,3,56.2857142857143,1.57142857142857,2.57142857142857,69.8571428571429,66.7142857142857,-19.4,2.42857142857143,2.42857142857143,-35.3,2.42857142857143,2.14285714285714,5.9
"2020-07-11",5,84,4,59,2,2.28571428571429,68.1428571428571,75.8571428571429,-13.4,2.14285714285714,3.42857142857143,-6.7,3,3,-23.8
"2020-07-12",0,95,2,62.2857142857143,2.28571428571429,2.14285714285714,69,83.2857142857143,-9.7,1.71428571428571,3.14285714285714,33.3,3.14285714285714,2.71428571428571,-31.8
"2020-07-13",0,72,1,66.7142857142857,2.42857142857143,2.14285714285714,64,91.7142857142857,4.2,1.28571428571429,3.42857142857143,88.9,2.85714285714286,2.71428571428571,-25
"2020-07-14",10,98,8,75.8571428571429,3.42857142857143,3,60.7142857142857,98,24.9,1.14285714285714,3.14285714285714,200,2.71428571428571,3,10.5
"2020-07-15",2,109,4,83.2857142857143,3.14285714285714,2.71428571428571,60,106.714285714286,38.8,1.71428571428571,3,83.3,2.85714285714286,2.42857142857143,-5
"2020-07-16",2,119,2,91.7142857142857,3.42857142857143,2.71428571428571,57.8571428571429,113.857142857143,58.5,1.71428571428571,3.14285714285714,100,2.71428571428571,2.42857142857143,0
"2020-07-17",2,109,1,98,3.14285714285714,3,56.2857142857143,129.714285714286,74.1,1.57142857142857,3.28571428571429,100,2.57142857142857,2.42857142857143,16.7
"2020-07-18",1,145,3,106.714285714286,3,2.42857142857143,59,139.857142857143,80.9,2,2.28571428571429,50,2.28571428571429,1.14285714285714,6.2
"2020-07-19",0,145,3,113.857142857143,3.14285714285714,2.42857142857143,62.2857142857143,148.571428571429,82.8,2.28571428571429,1.85714285714286,37.5,2.14285714285714,1.14285714285714,13.3
"2020-07-20",0,183,2,129.714285714286,3.28571428571429,2.42857142857143,66.7142857142857,155,94.4,2.42857142857143,1.85714285714286,35.3,2.14285714285714,1,13.3
"2020-07-21",1,169,1,139.857142857143,2.28571428571429,1.14285714285714,75.8571428571429,161.571428571429,84.4,3.42857142857143,2.28571428571429,-33.3,3,0.714285714285714,-61.9
"2020-07-22",2,170,1,148.571428571429,1.85714285714286,1.14285714285714,83.2857142857143,167.142857142857,78.4,3.14285714285714,2.28571428571429,-40.9,2.71428571428571,0.714285714285714,-57.9
