"dateInTable";"cases";"dead";"MACases";"MAdead";"ma_c_lag";"ma_c_lead";"gf_c";"ma_d_lag";"ma_d_lead";"gf_d"
"2021-10-26";5754;19;5517;11;3665,71428571429;6477,14285714286;50,5;6,71428571428571;13,7142857142857;63,8
"2021-10-27";7262;17;5900;12,1428571428571;3789;6801,42857142857;55,7;6,28571428571429;12;93,2
"2021-10-28";7666;15;6255,57142857143;13,2857142857143;4009,28571428571;7065,57142857143;56;6,71428571428571;13,8571428571429;97,9
"2021-10-29";7387;13;6477,14285714286;13,7142857142857;4315,14285714286;7407,28571428571;50,1;7,28571428571429;14,5714285714286;88,2
"2021-10-30";7941;13;6801,42857142857;12;4598;7684,14285714286;47,9;10,1428571428571;14,4285714285714;18,3
"2021-10-31";8151;14;7065,57142857143;13,8571428571429;4975,57142857143;7953,28571428571;42;9,42857142857143;16,7142857142857;47
"2021-11-01";7690;11;7407,28571428571;14,5714285714286;5254,14285714286;8315,85714285714;41;10,1428571428571;18;43,7
"2021-11-02";7692;18;7684,14285714286;14,4285714285714;5517;8814;39,3;11;19;31,2
"2021-11-03";9146;33;7953,28571428571;16,7142857142857;5900;9389,57142857143;34,8;12,1428571428571;22,2857142857143;37,6
"2021-11-04";10204;24;8315,85714285714;18;6255,57142857143;9845,14285714286;32,9;13,2857142857143;21,4285714285714;35,5
"2021-11-05";10874;20;8814;19;6477,14285714286;10426,1428571429;36,1;13,7142857142857;23;38,5
"2021-11-06";11970;36;9389,57142857143;22,2857142857143;6801,42857142857;10939,2857142857;38,1;12;24,4285714285714;85,7
"2021-11-07";11340;8;9845,14285714286;21,4285714285714;7065,57142857143;11439,1428571429;39,3;13,8571428571429;23,2857142857143;54,6
"2021-11-08";11757;22;10426,1428571429;23;7407,28571428571;12302,7142857143;40,8;14,5714285714286;23,4285714285714;57,8
"2021-11-09";11284;28;10939,2857142857;24,4285714285714;7684,14285714286;13042,4285714286;42,4;14,4285714285714;25;69,3
"2021-11-10";12645;25;11439,1428571429;23,2857142857143;7953,28571428571;13304;43,8;16,7142857142857;24,4285714285714;39,3
"2021-11-11";16249;25;12302,7142857143;23,4285714285714;8315,85714285714;13394,7142857143;47,9;18;24,2857142857143;30,2
"2021-11-12";16052;31;13042,4285714286;25;8814;14456,8571428571;48;19;23,4285714285714;31,6
"2021-11-13";13801;32;13304;24,4285714285714;9389,57142857143;15722,4285714286;41,7;22,2857142857143;24,4285714285714;9,6
"2021-11-14";11975;7;13394,7142857143;24,2857142857143;9845,14285714286;16873,4285714286;36,1;21,4285714285714;27,1428571428571;13,3
"2021-11-15";19192;16;14456,8571428571;23,4285714285714;10426,1428571429;17918,2857142857;38,7;23;28,4285714285714;1,9
"2021-11-16";20143;35;15722,4285714286;24,4285714285714;10939,2857142857;18621,2857142857;43,7;24,4285714285714;29,5714285714286;0
"2021-11-17";20702;44;16873,4285714286;27,1428571428571;11439,1428571429;19758;47,5;23,2857142857143;32,8571428571429;16,6
"2021-11-18";23563;34;17918,2857142857;28,4285714285714;12302,7142857143;20994,7142857143;45,6;23,4285714285714;33,4285714285714;21,3
"2021-11-19";20973;39;18621,2857142857;29,5714285714286;13042,4285714286;21536,5714285714;42,8;25;35,2857142857143;18,3
"2021-11-20";21758;55;19758;32,8571428571429;13304;21937,4285714286;48,5;24,4285714285714;37,8571428571429;34,5
"2021-11-21";20632;11;20994,7142857143;33,4285714285714;13394,7142857143;22365,5714285714;56,7;24,2857142857143;38,7142857142857;37,6
"2021-11-22";22985;29;21536,5714285714;35,2857142857143;14456,8571428571;22167,1428571429;49;23,4285714285714;42,5714285714286;50,6
"2021-11-23";22949;53;21937,4285714286;37,8571428571429;15722,4285714286;22208,7142857143;39,5;24,4285714285714;45,4285714285714;55
"2021-11-24";23699;50;22365,5714285714;38,7142857142857;16873,4285714286;22241,7142857143;32,5;27,1428571428571;45,2857142857143;42,6
"2021-11-25";22174;61;22167,1428571429;42,5714285714286;17918,2857142857;22446,7142857143;23,7;28,4285714285714;49,8571428571429;49,7
"2021-11-26";21264;59;22208,7142857143;45,4285714285714;18621,2857142857;22228;19,3;29,5714285714286;50,4285714285714;53,6
"2021-11-27";21989;54;22241,7142857143;45,2857142857143;19758;22100,5714285714;12,6;32,8571428571429;52,1428571428571;37,8
"2021-11-28";22067;43;22446,7142857143;49,8571428571429;20994,7142857143;21357,4285714286;6,9;33,4285714285714;51,1428571428571;49,1
"2021-11-29";21454;33;22228;50,4285714285714;21536,5714285714;21479,7142857143;3,2;35,2857142857143;51,7142857142857;42,9
"2021-11-30";22057;65;22100,5714285714;52,1428571428571;21937,4285714286;21510;0,7;37,8571428571429;52;37,7
"2021-12-01";18497;43;21357,4285714286;51,1428571428571;22365,5714285714;21597,2857142857;-4,5;38,7142857142857;52,2857142857143;32,1
"2021-12-02";23030;65;21479,7142857143;51,7142857142857;22167,1428571429;21737,7142857143;-3,1;42,5714285714286;49,8571428571429;21,5
"2021-12-03";21476;61;21510;52;22208,7142857143;21669,5714285714;-3,1;45,4285714285714;50;14,5
"2021-12-04";22600;56;21597,2857142857;52,2857142857143;22241,7142857143;21081,5714285714;-2,9;45,2857142857143;50,4285714285714;15,5
"2021-12-05";23050;26;21737,7142857143;49,8571428571429;22446,7142857143;21018,1428571429;-3,2;49,8571428571429;54,4285714285714;0
"2021-12-06";20977;34;21669,5714285714;50;22228;20546,7142857143;-2,5;50,4285714285714;56,2857142857143;-0,8
"2021-12-07";17941;68;21081,5714285714;50,4285714285714;22100,5714285714;19970,7142857143;-4,6;52,1428571428571;59,5714285714286;-3,3
"2021-12-08";18053;71;21018,1428571429;54,4285714285714;21357,4285714286;19277;-1,6;51,1428571428571;61,4285714285714;6,4
"2021-12-09";19730;78;20546,7142857143;56,2857142857143;21479,7142857143;18356;-4,3;51,7142857142857;63,2857142857143;8,8
"2021-12-10";17444;84;19970,7142857143;59,5714285714286;21510;17328,8571428571;-7,2;52;62,4285714285714;14,6
"2021-12-11";17744;69;19277;61,4285714285714;21597,2857142857;16593,8571428571;-10,7;52,2857142857143;63,2857142857143;17,5
"2021-12-12";16603;39;18356;63,2857142857143;21737,7142857143;15942,8571428571;-15,6;49,8571428571429;59;26,9
"2021-12-13";13787;28;17328,8571428571;62,4285714285714;21669,5714285714;15459,5714285714;-20;50;55,5714285714286;24,9
"2021-12-14";12796;74;16593,8571428571;63,2857142857143;21081,5714285714;15158,5714285714;-21,3;50,4285714285714;52;25,5
"2021-12-15";13496;41;15942,8571428571;59;21018,1428571429;14718;-24,1;54,4285714285714;49,2857142857143;8,4
"2021-12-16";16347;54;15459,5714285714;55,5714285714286;20546,7142857143;14239,8571428571;-24,8;56,2857142857143;50,5714285714286;-1,3
"2021-12-17";15337;59;15158,5714285714;52;19970,7142857143;14004,5714285714;-24,1;59,5714285714286;51,4285714285714;-12,7
"2021-12-18";14660;50;14718;49,2857142857143;19277;13518,1428571429;-23,6;61,4285714285714;45,2857142857143;-19,8
"2021-12-19";13256;48;14239,8571428571;50,5714285714286;18356;13503,2857142857;-22,4;63,2857142857143;46,2857142857143;-20,1
"2021-12-20";12140;34;14004,5714285714;51,4285714285714;17328,8571428571;13070,1428571429;-19,2;62,4285714285714;44,2857142857143;-17,6
"2021-12-21";9391;31;13518,1428571429;45,2857142857143;16593,8571428571;12660;-18,5;63,2857142857143;41,5714285714286;-28,4
"2021-12-22";13392;48;13503,2857142857;46,2857142857143;15942,8571428571;12359,2857142857;-15,3;59;40,8571428571429;-21,5
"2021-12-23";13315;40;13070,1428571429;44,2857142857143;15459,5714285714;12164,4285714286;-15,5;55,5714285714286;35,5714285714286;-20,3
"2021-12-24";12466;40;12660;41,5714285714286;15158,5714285714;12062,7142857143;-16,5;52;32,4285714285714;-20,1
"2021-12-25";12555;45;12359,2857142857;40,8571428571429;14718;12026;-16;49,2857142857143;38,7142857142857;-17,1
"2021-12-26";11892;11;12164,4285714286;35,5714285714286;14239,8571428571;12355,1428571429;-14,6;50,5714285714286;39;-29,7
"2021-12-27";11428;12;12062,7142857143;32,4285714285714;14004,5714285714;12561,4285714286;-13,9;51,4285714285714;39;-36,9
"2021-12-28";9134;75;12026;38,7142857142857;13518,1428571429;13163,4285714286;-11;45,2857142857143;38;-14,5
"2021-12-29";15696;50;12355,1428571429;39;13503,2857142857;13595,8571428571;-8,5;46,2857142857143;35,4285714285714;-15,7
"2021-12-30";14759;40;12561,4285714286;39;13070,1428571429;14386,4285714286;-3,9;44,2857142857143;34,7142857142857;-11,9
"2021-12-31";16680;33;13163,4285714286;38;12660;14824,2857142857;4;41,5714285714286;35;-8,6
"2022-01-01";15582;27;13595,8571428571;35,4285714285714;12359,2857142857;16162,8571428571;10;40,8571428571429;27;-13,3
"2022-01-02";17426;6;14386,4285714286;34,7142857142857;12164,4285714286;17411,8571428571;18,3;35,5714285714286;25,2857142857143;-2,4
"2022-01-03";14493;14;14824,2857142857;35;12062,7142857143;18807;22,9;32,4285714285714;21,2857142857143;7,9
"2022-01-04";18504;19;16162,8571428571;27;12026;21385,1428571429;34,4;38,7142857142857;20;-30,3
"2022-01-05";24439;38;17411,8571428571;25,2857142857143;12355,1428571429;23128,2857142857;40,9;39;17,2857142857143;-35,2
"2022-01-06";24525;12;18807;21,2857142857143;12561,4285714286;25257,8571428571;49,7;39;17,4285714285714;-45,4
"2022-01-07";34727;24;21385,1428571429;20;13163,4285714286;27150,2857142857;62,5;38;16,4285714285714;-47,4
"2022-01-08";27784;8;23128,2857142857;17,2857142857143;13595,8571428571;28628,7142857143;70,1;35,4285714285714;16,2857142857143;-51,2
"2022-01-09";32333;7;25257,8571428571;17,4285714285714;14386,4285714286;29695,5714285714;75,6;34,7142857142857;12;-49,8
"2022-01-10";27740;7;27150,2857142857;16,4285714285714;14824,2857142857;30927,2857142857;83,1;35;12,1428571428571;-53,1
"2022-01-11";28853;18;28628,7142857143;16,2857142857143;16162,8571428571;30994,1428571429;77,1;27;11;-39,7
"2022-01-12";31907;8;29695,5714285714;12;17411,8571428571;31542,7142857143;70,5;25,2857142857143;10,7142857142857;-52,5
"2022-01-13";33147;13;30927,2857142857;12,1428571428571;18807;32034,4285714286;64,4;21,2857142857143;10,5714285714286;-43
"2022-01-14";35195;16;30994,1428571429;11;21385,1428571429;34038,4285714286;44,9;20;10;-45
"2022-01-15";31624;6;31542,7142857143;10,7142857142857;23128,2857142857;34347,7142857143;36,4;17,2857142857143;8,85714285714286;-38
"2022-01-16";35775;6;32034,4285714286;10,5714285714286;25257,8571428571;35215,5714285714;26,8;17,4285714285714;9,14285714285714;-39,3
"2022-01-17";41768;3;34038,4285714286;10;27150,2857142857;36154,7142857143;25,4;16,4285714285714;8,71428571428571;-39,1
"2022-01-18";31018;10;34347,7142857143;8,85714285714286;28628,7142857143;39297,2857142857;20;16,2857142857143;8;-45,6
"2022-01-19";37982;10;35215,5714285714;9,14285714285714;29695,5714285714;41373;18,6;12;8,28571428571429;-23,8
"2022-01-20";39721;10;36154,7142857143;8,71428571428571;30927,2857142857;45490,7142857143;16,9;12,1428571428571;7,57142857142857;-28,2
"2022-01-21";57193;11;39297,2857142857;8;30994,1428571429;48684,8571428571;26,8;11;8,28571428571429;-27,3
"2022-01-22";46154;8;41373;8,28571428571429;31542,7142857143;51894;31,2;10,7142857142857;7,85714285714286;-22,7
"2022-01-23";64599;1;45490,7142857143;7,57142857142857;32034,4285714286;54712;42;10,5714285714286;8;-28,4
"2022-01-24";64127;8;48684,8571428571;8,28571428571429;34038,4285714286;58213;43;10;8,57142857142857;-17,1
"2022-01-25";53482;7;51894;7,85714285714286;34347,7142857143;60470,4285714286;51,1;8,85714285714286;8,14285714285714;-11,3
"2022-01-26";57708;11;54712;8;35215,5714285714;59434,8571428571;55,4;9,14285714285714;8,14285714285714;-12,5
"2022-01-27";64228;14;58213;8,57142857142857;36154,7142857143;60873,7142857143;61;8,71428571428571;8,42857142857143;-1,6
"2022-01-28";72995;8;60470,4285714286;8,14285714285714;39297,2857142857;67497,8571428571;53,9;8;7,85714285714286;1,8
"2022-01-29";38905;8;59434,8571428571;8,14285714285714;41373;74800,2857142857;43,7;8,28571428571429;8,85714285714286;-1,7
"2022-01-30";74671;3;60873,7142857143;8,42857142857143;45490,7142857143;76005,4285714286;33,8;7,57142857142857;8,71428571428571;11,3
"2022-01-31";110496;4;67497,8571428571;7,85714285714286;48684,8571428571;78496,4285714286;38,6;8,28571428571429;8,14285714285714;-5,2
"2022-02-01";104599;14;74800,2857142857;8,85714285714286;51894;78233,4285714286;44,1;7,85714285714286;7,71428571428571;12,7
"2022-02-02";66144;10;76005,4285714286;8,71428571428571;54712;80256,1428571429;38,9;8;8;8,9
"2022-02-03";81665;10;78496,4285714286;8,14285714285714;58213;81015,1428571429;34,8;8,57142857142857;8,57142857142857;-5
"2022-02-04";71154;5;78233,4285714286;7,71428571428571;60470,4285714286;76874,4285714286;29,4;8,14285714285714;8,57142857142857;-5,3
"2022-02-05";53064;10;80256,1428571429;8;59434,8571428571;117783,714285714;35;8,14285714285714;7,71428571428571;-1,8
"2022-02-06";79984;7;81015,1428571429;8,57142857142857;60873,7142857143;120691,285714286;33,1;8,42857142857143;7,28571428571429;1,7
"2022-02-07";81511;4;76874,4285714286;8,57142857142857;67497,8571428571;121413,428571429;13,9;7,85714285714286;8;9,1
"2022-02-08";390964;8;117783,714285714;7,71428571428571;74800,2857142857;122762,428571429;57,5;8,85714285714286;10,1428571428571;-12,9
"2022-02-09";86497;7;120691,285714286;7,28571428571429;76005,4285714286;125224,428571429;58,8;8,71428571428571;10,2857142857143;-16,4
"2022-02-10";86720;15;121413,428571429;8;78496,4285714286;122379;54,7;8,14285714285714;10,2857142857143;-1,8
"2022-02-11";80597;20;122762,428571429;10,1428571428571;78233,4285714286;118595,428571429;56,9;7,71428571428571;10,5714285714286;31,5
"2022-02-12";70298;11;125224,428571429;10,2857142857143;80256,1428571429;70381,1428571429;56;8;11,1428571428571;28,6
"2022-02-13";60066;7;122379;10,2857142857143;81015,1428571429;67124,2857142857;51,1;8,57142857142857;12,7142857142857;20
"2022-02-14";55026;6;118595,428571429;10,5714285714286;76874,4285714286;62781;54,3;8,57142857142857;13,1428571428571;23,3
"2022-02-15";53464;12;70381,1428571429;11,1428571428571;117783,714285714;58301,7142857143;-40,2;7,71428571428571;12,4285714285714;44,4
"2022-02-16";63699;18;67124,2857142857;12,7142857142857;120691,285714286;53048,1428571429;-44,4;7,28571428571429;12,2857142857143;74,5
"2022-02-17";56317;18;62781;13,1428571428571;121413,428571429;49650,8571428571;-48,3;8;12,4285714285714;64,3
"2022-02-18";49242;15;58301,7142857143;12,4285714285714;122762,428571429;46921,1428571429;-52,5;10,1428571428571;12,7142857142857;22,5
"2022-02-19";33523;10;53048,1428571429;12,2857142857143;125224,428571429;44217,1428571429;-57,6;10,2857142857143;13,4285714285714;19,4
"2022-02-20";36285;8;49650,8571428571;12,4285714285714;122379;41037,1428571429;-59,4;10,2857142857143;12,4285714285714;20,8
"2022-02-21";35918;8;46921,1428571429;12,7142857142857;118595,428571429;38870,4285714286;-60,4;10,5714285714286;11,7142857142857;20,3
"2022-02-22";34536;17;44217,1428571429;13,4285714285714;70381,1428571429;37200,4285714286;-37,2;11,1428571428571;10,7142857142857;20,5
"2022-02-23";41439;11;41037,1428571429;12,4285714285714;67124,2857142857;37111,2857142857;-38,9;12,7142857142857;10,1428571428571;-2,2
"2022-02-24";41150;13;38870,4285714286;11,7142857142857;62781;35843,1428571429;-38,1;13,1428571428571;9,42857142857143;-10,9
"2022-02-25";37552;8;37200,4285714286;10,7142857142857;58301,7142857143;34835,7142857143;-36,2;12,4285714285714;9,14285714285714;-13,8
"2022-02-26";32899;6;37111,2857142857;10,1428571428571;53048,1428571429;35120,2857142857;-30;12,2857142857143;9;-17,4
"2022-02-27";27408;3;35843,1428571429;9,42857142857143;49650,8571428571;36125,7142857143;-27,8;12,4285714285714;8,85714285714286;-24,1
"2022-02-28";28866;6;34835,7142857143;9,14285714285714;46921,1428571429;38577,8571428571;-25,8;12,7142857142857;7,85714285714286;-28,1
"2022-03-01";36528;16;35120,2857142857;9;44217,1428571429;42984,2857142857;-20,6;13,4285714285714;7,85714285714286;-33
"2022-03-02";48477;10;36125,7142857143;8,85714285714286;41037,1428571429;47898,4285714286;-12;12,4285714285714;8,28571428571429;-28,7
"2022-03-03";58315;6;38577,8571428571;7,85714285714286;38870,4285714286;53546,5714285714;-0,8;11,7142857142857;8,28571428571429;-32,9
"2022-03-04";68397;8;42984,2857142857;7,85714285714286;37200,4285714286;58608;15,5;10,7142857142857;8,14285714285714;-26,7
"2022-03-05";67298;9;47898,4285714286;8,28571428571429;37111,2857142857;62911;29,1;10,1428571428571;7,57142857142857;-18,3
"2022-03-06";66945;3;53546,5714285714;8,28571428571429;35843,1428571429;66654,1428571429;49,4;9,42857142857143;7,71428571428571;-12,1
"2022-03-07";64296;5;58608;8,14285714285714;34835,7142857143;69058,5714285714;68,2;9,14285714285714;12,4285714285714;-10,9
"2022-03-08";66649;12;62911;7,57142857142857;35120,2857142857;69193,5714285714;79,1;9;13,7142857142857;-15,9
"2022-03-09";74679;11;66654,1428571429;7,71428571428571;36125,7142857143;68188,2857142857;84,5;8,85714285714286;14;-12,9
"2022-03-10";75146;39;69058,5714285714;12,4285714285714;38577,8571428571;66167,4285714286;79;7,85714285714286;14,7142857142857;58,2
"2022-03-11";69342;17;69193,5714285714;13,7142857142857;42984,2857142857;63624,7142857143;61;7,85714285714286;14,8571428571429;74,5
"2022-03-12";60261;11;68188,2857142857;14;47898,4285714286;61732,4285714286;42,4;8,28571428571429;14,8571428571429;69
"2022-03-13";52799;8;66167,4285714286;14,7142857142857;53546,5714285714;59740,4285714286;23,6;8,28571428571429;15,1428571428571;77,6
"2022-03-14";46497;6;63624,7142857143;14,8571428571429;58608;56776,1428571429;8,6;8,14285714285714;12;82,5
"2022-03-15";53403;12;61732,4285714286;14,8571428571429;62911;53911,2857142857;-1,9;7,57142857142857;12,2857142857143;96,2
"2022-03-16";60735;13;59740,4285714286;15,1428571428571;66654,1428571429;51244;-10,4;7,71428571428571;12,2857142857143;96,3
"2022-03-17";54396;17;56776,1428571429;12;69058,5714285714;48669,7142857143;-17,8;12,4285714285714;12,2857142857143;-3,4
"2022-03-18";49288;19;53911,2857142857;12,2857142857143;69193,5714285714;46580,8571428571;-22,1;13,7142857142857;12;-10,4
"2022-03-19";41590;11;51244;12,2857142857143;68188,2857142857;44741,1428571429;-24,8;14;13,5714285714286;-12,2
"2022-03-20";34779;8;48669,7142857143;12,2857142857143;66167,4285714286;42175,7142857143;-26,4;14,7142857142857;13,8571428571429;-16,5
"2022-03-21";31875;4;46580,8571428571;12;63624,7142857143;40000,5714285714;-26,8;14,8571428571429;13,7142857142857;-19,2
"2022-03-22";40525;23;44741,1428571429;13,5714285714286;61732,4285714286;37952,1428571429;-27,5;14,8571428571429;13,7142857142857;-8,7
"2022-03-23";42777;15;42175,7142857143;13,8571428571429;59740,4285714286;36027;-29,4;15,1428571428571;15,1428571428571;-8,5
"2022-03-24";39170;16;40000,5714285714;13,7142857142857;56776,1428571429;34626,7142857143;-29,5;12;14,8571428571429;14,3
"2022-03-25";34949;19;37952,1428571429;13,7142857142857;53911,2857142857;33145,8571428571;-29,6;12,2857142857143;15,7142857142857;11,6
"2022-03-26";28114;21;36027;15,1428571428571;51244;31744,2857142857;-29,7;12,2857142857143;14,8571428571429;23,3
"2022-03-27";24977;6;34626,7142857143;14,8571428571429;48669,7142857143;29597,4285714286;-28,9;12,2857142857143;17,2857142857143;20,9
"2022-03-28";21509;10;33145,8571428571;15,7142857142857;46580,8571428571;27643,5714285714;-28,8;12;18,5714285714286;31
"2022-03-29";30714;17;31744,2857142857;14,8571428571429;44741,1428571429;25762,7142857143;-29;13,5714285714286;17,1428571428571;9,5
"2022-03-30";27749;32;29597,4285714286;17,2857142857143;42175,7142857143;24158,8571428571;-29,8;13,8571428571429;16,1428571428571;24,7
"2022-03-31";25493;25;27643,5714285714;18,5714285714286;40000,5714285714;22356,4285714286;-30,9;13,7142857142857;16,2857142857143;35,4
"2022-04-01";21783;9;25762,7142857143;17,1428571428571;37952,1428571429;20826,4285714286;-32,1;13,7142857142857;16,1428571428571;25
"2022-04-02";16887;14;24158,8571428571;16,1428571428571;36027;18448;-32,9;15,1428571428571;15,8571428571429;6,6
"2022-04-03";12360;7;22356,4285714286;16,2857142857143;34626,7142857143;16348;-35,4;14,8571428571429;14,5714285714286;9,6
"2022-04-04";10799;9;20826,4285714286;16,1428571428571;33145,8571428571;14538,8571428571;-37,2;15,7142857142857;12,2857142857143;2,7
"2022-04-05";14065;15;18448;15,8571428571429;31744,2857142857;12984,5714285714;-41,9;14,8571428571429;13,1428571428571;6,7
"2022-04-06";13049;23;16348;14,5714285714286;29597,4285714286;11987,4285714286;-44,8;17,2857142857143;13,2857142857143;-15,7
"2022-04-07";12829;9;14538,8571428571;12,2857142857143;27643,5714285714;11245,7142857143;-47,4;18,5714285714286;12,5714285714286;-33,8
"2022-04-08";10903;15;12984,5714285714;13,1428571428571;25762,7142857143;10647,8571428571;-49,6;17,1428571428571;11,7142857142857;-23,3
"2022-04-09";9907;15;11987,4285714286;13,2857142857143;24158,8571428571;9536,57142857143;-50,4;16,1428571428571;11,5714285714286;-17,7
"2022-04-10";7168;2;11245,7142857143;12,5714285714286;22356,4285714286;8378,42857142857;-49,7;16,2857142857143;11,2857142857143;-22,8
"2022-04-11";6614;3;10647,8571428571;11,7142857142857;20826,4285714286;7216,42857142857;-48,9;16,1428571428571;11,5714285714286;-27,4
"2022-04-12";6286;14;9536,57142857143;11,5714285714286;18448;6249,14285714286;-48,3;15,8571428571429;10,5714285714286;-27
"2022-04-13";4942;21;8378,42857142857;11,2857142857143;16348;5336,71428571429;-48,7;14,5714285714286;9,14285714285714;-22,5
"2022-04-14";4695;11;7216,42857142857;11,5714285714286;14538,8571428571;4718,14285714286;-50,4;12,2857142857143;9;-5,8
"2022-04-15";4132;8;6249,14285714286;10,5714285714286;12984,5714285714;4069,71428571429;-51,9;13,1428571428571;8,85714285714286;-19,6
"2022-04-16";3520;5;5336,71428571429;9,14285714285714;11987,4285714286;3529,57142857143;-55,5;13,2857142857143;7,42857142857143;-31,2
"2022-04-17";2838;1;4718,14285714286;9;11245,7142857143;NA;-58;12,5714285714286;NA;-28,4
"2022-04-18";2075;2;4069,71428571429;8,85714285714286;10647,8571428571;NA;-61,8;11,7142857142857;NA;-24,4
"2022-04-19";2505;4;3529,57142857143;7,42857142857143;9536,57142857143;NA;-63;11,5714285714286;NA;-35,8
